variety,scientific_family,processing,food_color_background,food_color_text,datasource,nid,simple_name,name,in_master_cucumis,category,scientific name
Armenian Metki Striped Painted Serpente Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18876,Cucumber,"Cucumber, var. Armenian Metki Striped Painted Serpente Cucumbers",,"Slicing Cucumber, melon, fruit",
Armenian Metki White Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18877,Cucumber,"Cucumber, var. Armenian Metki White Cucumbers",,"Slicing Cucumber, melon, fruit",
Armenian Yard Long Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18878,Cucumber,"Cucumber, var. Armenian Yard Long Cucumbers",,"Slicing Cucumber, melon, fruit",
Ashley Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18879,Cucumber,"Cucumber, var. Ashley Cucumbers",,"Slicing Cucumber, melon, fruit",
Beit Alpha Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18880,Cucumber,"Cucumber, var. Beit Alpha Cucumbers",,"Slicing Cucumber, melon, fruit",
Bianco Lungo Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18881,Cucumber,"Cucumber, var. Bianco Lungo Cucumbers",,"Slicing Cucumber, melon, fruit",
Boothby's Blonde Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18882,Cucumber,"Cucumber, var. Boothby's Blonde Cucumbers",,"Slicing Cucumber, melon, fruit",
Bush Crop Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18883,Cucumber,"Cucumber, var. Bush Crop Cucumbers",,"Slicing Cucumber, melon, fruit",
Calypso Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18884,Cucumber,"Cucumber, var. Calypso Cucumbers",,"Slicing Cucumber, melon, fruit",
Celebrity Cucumbers ,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18885,Cucumber,"Cucumber, var. Celebrity Cucumbers ",,"Slicing Cucumber, melon, fruit",
Chinese Snake Curved Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18886,Cucumber,"Cucumber, var. Chinese Snake Curved Cucumbers",,"Slicing Cucumber, melon, fruit",
Chinese Snake Straight Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18887,Cucumber,"Cucumber, var. Chinese Snake Straight Cucumbers",,"Slicing Cucumber, melon, fruit",
Competitor Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18888,Cucumber,"Cucumber, var. Competitor Cucumbers",,"Slicing Cucumber, melon, fruit",
Dasher II Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18889,Cucumber,"Cucumber, var. Dasher II Cucumbers",,"Slicing Cucumber, melon, fruit",
Diva Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18890,Cucumber,"Cucumber, var. Diva Cucumbers",,"Slicing Cucumber, melon, fruit",
Early Fortune Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18891,Cucumber,"Cucumber, var. Early Fortune Cucumbers",,"Slicing Cucumber, melon, fruit",
Early Green Cluster Cucumbers ,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18892,Cucumber,"Cucumber, var. Early Green Cluster Cucumbers ",,"Slicing Cucumber, melon, fruit",
Early Spring Burpless Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18893,Cucumber,"Cucumber, var. Early Spring Burpless Cucumbers",,"Slicing Cucumber, melon, fruit",
Early Triumph Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18894,Cucumber,"Cucumber, var. Early Triumph Cucumbers",,"Slicing Cucumber, melon, fruit",
Eureka Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18895,Cucumber,"Cucumber, var. Eureka Cucumbers",,"Slicing Cucumber, melon, fruit",
Extra Long Yamato Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18896,Cucumber,"Cucumber, var. Extra Long Yamato Cucumbers",,"Slicing Cucumber, melon, fruit",
Fanfare Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18897,Cucumber,"Cucumber, var. Fanfare Cucumbers",,"Slicing Cucumber, melon, fruit",
General Lee Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18898,Cucumber,"Cucumber, var. General Lee Cucumbers",,"Slicing Cucumber, melon, fruit",
Green Slam Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18899,Cucumber,"Cucumber, var. Green Slam Cucumbers",,"Slicing Cucumber, melon, fruit",
Greenhouse Long Burpless Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18900,Cucumber,"Cucumber, var. Greenhouse Long Burpless Cucumbers",,"Slicing Cucumber, melon, fruit",
Holland Hothouse Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18901,Cucumber,"Cucumber, var. Holland Hothouse Cucumbers",,"Slicing Cucumber, melon, fruit",
Indy Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18902,Cucumber,"Cucumber, var. Indy Cucumbers",,"Slicing Cucumber, melon, fruit",
Japanese Climbing Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18903,Cucumber,"Cucumber, var. Japanese Climbing Cucumbers",,"Slicing Cucumber, melon, fruit",
Lemon Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18904,Cucumber,"Cucumber, var. Lemon Cucumbers",,"Slicing Cucumber, melon, fruit",
Long Green Improved Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18905,Cucumber,"Cucumber, var. Long Green Improved Cucumbers",,"Slicing Cucumber, melon, fruit",
Marketer Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18906,Cucumber,"Cucumber, var. Marketer Cucumbers",,"Slicing Cucumber, melon, fruit",
Marketmore 76 Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18907,Cucumber,"Cucumber, var. Marketmore 76 Cucumbers",,"Slicing Cucumber, melon, fruit",
Marketmore 86 Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18908,Cucumber,"Cucumber, var. Marketmore 86 Cucumbers",,"Slicing Cucumber, melon, fruit",
Olympian Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18909,Cucumber,"Cucumber, var. Olympian Cucumbers",,"Slicing Cucumber, melon, fruit",
Orient Express Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18910,Cucumber,"Cucumber, var. Orient Express Cucumbers",,"Slicing Cucumber, melon, fruit",
Palace Pride Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18911,Cucumber,"Cucumber, var. Palace Pride Cucumbers",,"Slicing Cucumber, melon, fruit",
Persian Middle East Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18912,Cucumber,"Cucumber, var. Persian Middle East Cucumbers",,"Slicing Cucumber, melon, fruit",
Pioneer Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18913,Cucumber,"Cucumber, var. Pioneer Cucumbers",,"Slicing Cucumber, melon, fruit",
Pointsett 76 Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18914,Cucumber,"Cucumber, var. Pointsett 76 Cucumbers",,"Slicing Cucumber, melon, fruit",
Raider Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18915,Cucumber,"Cucumber, var. Raider Cucumbers",,"Slicing Cucumber, melon, fruit",
Rockingham Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18916,Cucumber,"Cucumber, var. Rockingham Cucumbers",,"Slicing Cucumber, melon, fruit",
Salad Bush Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18917,Cucumber,"Cucumber, var. Salad Bush Cucumbers",,"Slicing Cucumber, melon, fruit",
Serpente Cinese Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18918,Cucumber,"Cucumber, var. Serpente Cinese Cucumbers",,"Slicing Cucumber, melon, fruit",
Slicemaster Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18919,Cucumber,"Cucumber, var. Slicemaster Cucumbers",,"Slicing Cucumber, melon, fruit",
Spacemaster 80 Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18920,Cucumber,"Cucumber, var. Spacemaster 80 Cucumbers",,"Slicing Cucumber, melon, fruit",
Spacemaster Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18921,Cucumber,"Cucumber, var. Spacemaster Cucumbers",,"Slicing Cucumber, melon, fruit",
Speedway Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18922,Cucumber,"Cucumber, var. Speedway Cucumbers",,"Slicing Cucumber, melon, fruit",
Stonewall Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18923,Cucumber,"Cucumber, var. Stonewall Cucumbers",,"Slicing Cucumber, melon, fruit",
Straight Eight Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18924,Cucumber,"Cucumber, var. Straight Eight Cucumbers",,"Slicing Cucumber, melon, fruit",
Straight Nine Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18925,Cucumber,"Cucumber, var. Straight Nine Cucumbers",,"Slicing Cucumber, melon, fruit",
Striped Armenian Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18926,Cucumber,"Cucumber, var. Striped Armenian Cucumbers",,"Slicing Cucumber, melon, fruit",
Suyo Long Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18927,Cucumber,"Cucumber, var. Suyo Long Cucumbers",,"Slicing Cucumber, melon, fruit",
Sweet Success Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18928,Cucumber,"Cucumber, var. Sweet Success Cucumbers",,"Slicing Cucumber, melon, fruit",
Sweeter Yet Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18929,Cucumber,"Cucumber, var. Sweeter Yet Cucumbers",,"Slicing Cucumber, melon, fruit",
Tasty Green Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18930,Cucumber,"Cucumber, var. Tasty Green Cucumbers",,"Slicing Cucumber, melon, fruit",
Tasty Jade Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18931,Cucumber,"Cucumber, var. Tasty Jade Cucumbers",,"Slicing Cucumber, melon, fruit",
Tasty King Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18932,Cucumber,"Cucumber, var. Tasty King Cucumbers",,"Slicing Cucumber, melon, fruit",
Tendergreen Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18933,Cucumber,"Cucumber, var. Tendergreen Cucumbers",,"Slicing Cucumber, melon, fruit",
Thunder Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18934,Cucumber,"Cucumber, var. Thunder Cucumbers",,"Slicing Cucumber, melon, fruit",
Tortarello Verde Scuro Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18935,Cucumber,"Cucumber, var. Tortarello Verde Scuro Cucumbers",,"Slicing Cucumber, melon, fruit",
Turbo Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18936,Cucumber,"Cucumber, var. Turbo Cucumbers",,"Slicing Cucumber, melon, fruit",
White Wonder Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18937,Cucumber,"Cucumber, var. White Wonder Cucumbers",,"Slicing Cucumber, melon, fruit",
Marketmore 97 Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18938,Cucumber,"Cucumber, var. Marketmore 97 Cucumbers",,"Slicing Cucumber, melon, fruit",
Telegraph Improved Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18939,Cucumber,"Cucumber, var. Telegraph Improved Cucumbers",,"Slicing Cucumber, melon, fruit",
Langelang Giant Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18940,Cucumber,"Cucumber, var. Langelang Giant Cucumbers",,"Slicing Cucumber, melon, fruit",
County Fair Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18941,Cucumber,"Cucumber, var. County Fair Cucumbers",,"Slicing Cucumber, melon, fruit",
Heike Cucumbers ,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18942,Cucumber,"Cucumber, var. Heike Cucumbers ",,"Slicing Cucumber, melon, fruit",
Poona Keera Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18943,Cucumber,"Cucumber, var. Poona Keera Cucumbers",,"Slicing Cucumber, melon, fruit",
Sweet Slice Cucumbers,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18944,Cucumber,"Cucumber, var. Sweet Slice Cucumbers",,"Slicing Cucumber, melon, fruit",
,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18945,Cucumber,,,,
,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18946,Cucumber,,,,
Diva,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18947,Cucumber,"Cucumber, var. Diva",,,
Corinto,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18948,Cucumber,"Cucumber, var. Corinto",,,
Tasty Jade,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18949,Cucumber,"Cucumber, var. Tasty Jade",,,
H-19 Little Leaf,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18950,Cucumber,"Cucumber, var. H-19 Little Leaf",,,
Northern Pickling,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18951,Cucumber,"Cucumber, var. Northern Pickling",,,
Lemon,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18952,Cucumber,"Cucumber, var. Lemon",,,
Marketmore 76,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18953,Cucumber,"Cucumber, var. Marketmore 76",Marketmore 76,,
Salt & Pepper,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18954,Cucumber,"Cucumber, var. Salt & Pepper",,,
Miniature White,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18955,Cucumber,"Cucumber, var. Miniature White",,,
Sultan,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18956,Cucumber,"Cucumber, var. Sultan",,,
Alibi,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18957,Cucumber,"Cucumber, var. Alibi",,,
Harmonie,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18958,Cucumber,"Cucumber, var. Harmonie",,,
Rocky,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18959,Cucumber,"Cucumber, var. Rocky",,,
Striped Armenian,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18960,Cucumber,"Cucumber, var. Striped Armenian",,,
General Lee,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18961,Cucumber,"Cucumber, var. General Lee",,,
Adam Gherkin,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18962,Cucumber,"Cucumber, var. Adam Gherkin",,,
Olympian,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18963,Cucumber,"Cucumber, var. Olympian",,,
Socrates,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18964,Cucumber,"Cucumber, var. Socrates",,,
Tyria,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18965,Cucumber,"Cucumber, var. Tyria",,,
Katrina,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18966,Cucumber,"Cucumber, var. Katrina",,,
Vertina,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18967,Cucumber,"Cucumber, var. Vertina",,,
Triumph,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18968,Cucumber,"Cucumber, var. Triumph",,,
Suyo Long,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18969,Cucumber,"Cucumber, var. Suyo Long",,,
Jackson Classic,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18970,Cucumber,"Cucumber, var. Jackson Classic",,,
,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18971,Cucumber,,,,
,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18972,Cucumber,,,,
Poona keera,Cucurbitaceae,whole,404426,131313,"Internet research, http://www.reimerseeds.com/, http://www.johnnyseeds.com/",18973,Cucumber,"Cucumber, var. poona keera",,,
